,ID,Label,Statement,Subject,Speaker,Speaker Job,State,Party Aff,Credit,True,Half true,Mostly true,Pants on fire,Context
9789,10103.json,mostly-true,In 1968 the average corporate CEO made 20 times the average workers pay. Today that multiple is about 350.,"corporations,workers",jim-webb,writer,Virginia,democrat,1.0,0.0,1.0,5.0,0.0,a speech.
4371,3765.json,barely-true,Says there are more federal dollars in Gov. John Kasichs budget plan than in the previous state budget.,state-budget,jay-goyal,State representative,Ohio,democrat,1.0,0.0,0.0,0.0,0.0,a speech in the Ohio House of Representatives
573,7030.json,barely-true,Says Democrats first proposed prohibiting the government from negotiating prices for prescription drugs in Medicare Part D and he had nothing to do with that provision in the law.,"candidates-biography,health-care,medicare",tommy-thompson,,Wisconsin,republican,6.0,8.0,2.0,5.0,3.0,a debate
2747,11973.json,barely-true,"Says Travis County Commissioner Gerald Daugherty claims to have taken a pay cut, but for 2016, he voted to raise his salary by 19.6 percent.","candidates-biography,county-budget",jason-nassour,"Attorney, businessman",Texas,republican,1.0,0.0,0.0,0.0,0.0,a Facebook post
3479,7060.json,mostly-true,Says Mitt Romney was director of a company that stole millions from Medicare.,medicare,priorities-usa-action,,,democrat,3.0,1.0,4.0,2.0,1.0,a campaign ad
4955,7645.json,pants-fire,"In 2012, 1 in 4 Wisconsin schools had a subpar score on the Department of Public Instructions recent report cards and are failing the children they serve.","education,state-budget",robin-vos,Wisconsin Assembly speaker,Wisconsin,republican,0.0,3.0,2.0,5.0,1.0,a video briefing
4404,1000.json,pants-fire,"In the 1970s, the swine flu broke out . . . under another Democrat, President Jimmy Carter.",health-care,michele-bachmann,Congresswoman,Minnesota,republican,8.0,22.0,6.0,4.0,16.0,an interview with Pajamas Media.
8227,12105.json,false,Ted Cruz is in negotiations to be Donald Trumps running mate.,elections,facebook-posts,Social media posting,,none,14.0,18.0,15.0,11.0,36.0,a post and story from Elect Leaders
8459,6215.json,mostly-true,The Supreme Court said the individual mandate is a tax. So its a tax.,"health-care,legal-issues,taxes",mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,an interview with CBS News
5782,13451.json,half-true,The list of voters that North Carolina Republicans tried to purge was two-thirds black and Democratic.,elections,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a rally in North Carolina
9073,4071.json,mostly-true,Mitt Romney is the first Massachusetts politician to run for president and not win the New Hampshire primary in a generation.,"candidates-biography,elections,new-hampshire-2012",new-hampshire-democratic-party,,New Hampshire,democrat,4.0,0.0,3.0,3.0,0.0,a statement by state Democratic chairman Ray Buckley in a call with reporters
3447,11834.json,pants-fire,"Nothing was done. I mean, $25 million was spent, but we dont have that (gun ownership)database.",guns,loretta-sanchez,member of Congress,California,democrat,0.0,1.0,1.0,0.0,1.0,a Capital Public Radio interview
2297,1596.json,half-true,There is no precedent for what the Democrats are doing with this deception. ... We have never written a reconciliation bill to amend a law that does not exist.,health-care,cliff-stearns,U.S. representative,Florida,republican,0.0,0.0,2.0,1.0,0.0,a speech on the House floor
2501,9475.json,barely-true,"Even when all other state agencies took cuts, Gov. [Nathan] Deal increased education spending every year.",education,GaGOP,,,republican,2.0,1.0,1.0,0.0,0.0,press release
225,1419.json,true,"Democratic presidents ""have been considerably more effective at creating private-sector jobs.""","economy,history,workers",carolyn-maloney,U.S. Representative,New York,democrat,0.0,0.0,0.0,0.0,0.0,a floor speech in the House
7052,1117.json,half-true,"Under President George W. Bush, the U.S. spent $1.3 trillion on tax cuts for the wealthy and trillions each on a war and on Medicare drug benefits.","federal-budget,iraq,medicare,military,taxes",donna-brazile,Political commentator,"Washington, D.C.",democrat,0.0,1.0,4.0,7.0,0.0,CNN's State of the Union with John King
5254,11071.json,false,Says Florida had five sanctuary cities while Jeb Bush was governor.,immigration,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a speech at a political rally in Phoenix
5937,1882.json,mostly-true,"While in Congress, Nathan Deal was a leader when it came to protecting our borders.",immigration,nathan-deal,,,republican,9.0,5.0,11.0,11.0,0.0,a press releaase
568,10192.json,false,"Families in Del Valle, who are City of Austin residents, have to drive to Bastrop to go to the closest grocery store.","hunger,population",delia-garza,Attorney,Texas,none,0.0,1.0,0.0,0.0,0.0,as quoted in a news story
3811,2140.json,true,There are more pain clinics in Broward County than there are McDonalds in Broward County.,drugs,dave-aronberg,state senator,Florida,democrat,1.0,0.0,1.0,0.0,0.0,an editorial board interview
10152,13504.json,mostly-true,Texans pay the sixth-highest property tax in the nation.,taxes,dan-patrick,Lieutenant governor-elect,Texas,republican,4.0,4.0,3.0,4.0,4.0,a press release
900,3050.json,true,Says she condemned violence at a campaign stop in Arizona in March.,elections,sarah-palin,,Alaska,republican,9.0,19.0,9.0,6.0,6.0,a video statement on Facebook
2275,1975.json,half-true,"It was President Obama's ""inaction that caused over three weeks to go by before he even approved the governor's plan to protect our marsh.""","environment,oil-spill,states",steve-scalise,U.S. Representative,Louisiana,republican,0.0,0.0,1.0,0.0,0.0,an interview on Sean Hannity's show on Fox News
10008,13358.json,half-true,"Global warming leads to much quicker spread of the Zika virus because the increased temperature, makes mosquitoes mature faster, . . . bite more due to having a higher metabolism, and makes the Zika virus inside of them incubate faster.","climate-change,florida,public-health,science",al-gore,"cofounder of Generation Investment Management and Current TV, visiting professor and author",Tennessee,democrat,0.0,0.0,3.0,0.0,0.0,a speech
8931,2468.json,half-true,On campaign donations from Texas Capitol lobbyists.,campaign-finance,brian-birdwell,Retired Army veteran,Texas,republican,0.0,0.0,0.0,0.0,0.0,a Capitol-area fundraiser.
1808,4908.json,mostly-true,"Says that as Wisconsin governor, we ended welfare.","job-accomplishments,welfare",tommy-thompson,,Wisconsin,republican,6.0,8.0,2.0,5.0,3.0,a campaign announcement video
6202,10686.json,false,Say Apples Tim Cook will not do business with Indiana.,"corporations,diversity",erick-erickson,,,republican,1.0,2.0,0.0,0.0,0.0,a RedState.com column
1689,13094.json,false,Says Russ Feingold was the only senator to vote against Homeland Security.,"candidates-biography,homeland-security",let-america-work,,Wisconsin,organization,0.0,1.0,0.0,0.0,0.0,a TV ad
7858,1832.json,false,Sen. Barbara Boxer passed only three bills in 18 years into law.,"job-accomplishments,legal-issues,message-machine",carly-fiorina,,California,republican,5.0,5.0,4.0,3.0,2.0,a Web ad
7553,8337.json,true,"Many state and federal agencies have such navigators involved in helping folks maneuver through the often complex processes associated with filing benefits claims, for example -- even buying health insurance.",health-care,bill-nelson,,Florida,democrat,3.0,1.0,8.0,10.0,0.0,"a ""Tampa Bay Times"" op-ed"
3263,9296.json,barely-true,"Says the Club for Growth tries to defeat Republicans, and that its president called Nancy Pelosi the person I respect the most in Washington.","campaign-finance,congress,elections,campaign-advertising",defending-main-street,,,republican,1.0,0.0,0.0,0.0,0.0,a campaign ad in Idaho
7317,7616.json,true,"Right now, Texas doesnt have an income tax and Oklahomas lowering their income tax rates, and guess what their severance tax is? Sky high.","state-budget,taxes",john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,9.0,8.0,10.0,18.0,3.0,a television interview
2955,9053.json,false,Says he has supported George Bush more than I have Barack Obama.,voting-record,nick-rahall,U.S. House of Representatives,West Virginia,democrat,0.0,1.0,0.0,0.0,0.0,"an interview with ""The Hill"" newspaper"
6106,6201.json,false,"If the U.S. didnt borrow $1.2 trillion every year to fund government operations, that money would be available for entrepreneurs and business people to put to work creating jobs and building and expanding their businesses.","deficit,economy,federal-budget,jobs",mark-neumann,Developer and homebuilder,Wisconsin,republican,2.0,4.0,1.0,2.0,1.0,an interview
2537,5501.json,barely-true,Says Obama has doubled the stock market from where we started when he was sworn into office,"bush-administration,economy,jobs,stimulus",gerry-connolly,U.S. Representative,Virginia,democrat,1.0,0.0,4.0,1.0,0.0,a TV interview
5172,8858.json,mostly-true,Says Peyton Manning struggles in cold weather games.,sports,tweets,,,none,2.0,3.0,1.0,2.0,3.0,comments from sports pundits and fans on Twitter
7543,4912.json,true,Says our unemployment insurance trust fund is broke. Were over a billion dollars in debt to the federal government.,"jobs,state-budget",jay-webber,State Assemblyman,New Jersey,republican,0.0,0.0,0.0,0.0,0.0,an NJToday interview
7262,4749.json,barely-true,We spend half a trillion dollars a year in tax preparation.,taxes,rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,"a speech in Manchester, N.H."
1431,1424.json,true,"PWNED: House GOP Dominates Twitter, YouTube, Social Media in Congress.",pop-culture,john-boehner,Speaker of the House of Representatives,Ohio,republican,13.0,22.0,11.0,4.0,2.0,a press release
2454,5540.json,mostly-true,Says there have been well over 54 million abortions since 1973.,"abortion,supreme-court,women",chris-smith,,,republican,0.0,0.0,0.0,1.0,0.0,a speech on the House floor
1071,630.json,true,On torture.,military,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,
1619,1939.json,pants-fire,"With his decision on whether to fire Gen. Stanley McChrystal, President Obama has to fix yet another problem he inherited from the Bush administration.","afghanistan,military,pundits",ed-schultz,MSNBC television host,,none,3.0,1.0,4.0,1.0,2.0,"a commentary on MSNBC's ""The Ed Show"""
3620,3416.json,mostly-true,"Last year, American oil production reached its highest level since 2003.","economy,energy,history",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a press conference
6785,3082.json,false,92 percent of President Barack Obamas administration has never worked outside government.,"candidates-biography,economy,job-accomplishments",steve-southerland,"U.S. Representative, Florida District 2",Florida,republican,1.0,2.0,1.0,1.0,0.0,comments at the Liberty County Chamber of Commerce annual dinner.
6600,3179.json,true,"Under Hosni Mubaraks rule, Egypt received more American dollars than any country besides Israel.","foreign-policy,pundits",ross-douthat,columnist for The New York Times,,none,0.0,0.0,0.0,0.0,0.0,a newspaper column
6034,12655.json,barely-true,"Says 220,000New Yorkers would have immediately benefitted had President Obamas executive action been affirmed.So almost a quarter million of our fellow New Yorkers who are hurting right now whose rights and opportunities were taken away by the Supreme Court.",immigration,bill-de-blasio,New York City Mayor,New York,democrat,1.0,0.0,0.0,1.0,0.0,a press conference at New York City Hall.
10150,11129.json,mostly-true,The top one-tenth of 1 percent of Americans own almost as much wealth as the bottom 90 percent.,"economy,income,retirement,social-security,wealth",bernie-s,U.S. Senator,Vermont,independent,18.0,12.0,22.0,41.0,0.0,a speech
8952,2168.json,true,"(Bill) McCollum also voted for numerous amendments to weaken the legislation, even voting to make trains less accessible to those in wheelchairs.",disability,florida-democratic-party,,Florida,democrat,5.0,4.0,4.0,5.0,3.0,a press release
8152,1498.json,mostly-true,Says she stopped Capital Metro from raising fares for senior and disabled citizens.,disability,margaret-gomez,Precinct 4 Commissioner,Texas,democrat,0.0,0.0,0.0,1.0,0.0,a campaign flier.
2440,6602.json,half-true,Under the Obama economy ... utility bills are higher.,economy,mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,his acceptance speech at the Republican National Convention in Tampa
9689,5534.json,barely-true,Says David Rivera allowed House Republican leaders to strip key provisions from the STOCK Act that would crack down on insider trading by members of Congress.,"candidates-biography,ethics",luis-garcia,state representative,Florida,democrat,1.0,0.0,0.0,1.0,0.0,a campaign press release
1238,6524.json,half-true,"Paul Ryans Medicare plan could raise future retirees costs more than $6,000.","corrections-and-updates,health-care,medicare,message-machine-2012",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a campaign commercial
477,8241.json,half-true,Salaries for URI faculty are second to last among New England land grant universities and in lowest 20 percent of major U.S. research institutions,"education,labor,state-budget,state-finances",frank-annunziato,Union leader,Rhode Island,labor-leader,0.0,0.0,1.0,0.0,0.0,a newspaper interview
8726,10681.json,half-true,"A school uniform policy helps with school safety, helps with truancy.",education,janet-adkins,state representative,Florida,republican,1.0,0.0,1.0,1.0,0.0,a discussion about school uniforms
3465,12673.json,barely-true,"(Big banks) have invested over $300,000 in (Joe Heck), and Heck has sponsored $44 million dollars in tax breaks for banks.",campaign-finance,senate-majority-pac,political action committee,"Washington, D.C. ",democrat,3.0,4.0,4.0,1.0,0.0,a television ad first airing on July 1
8722,7623.json,half-true,Harvard Study Finds States With Most Gun Laws Have Fewest Gun Deaths.,"crime,criminal-justice,guns,public-safety",facebook-posts,Social media posting,,none,14.0,18.0,15.0,11.0,36.0,a Facebook post
2757,9420.json,mostly-true,"The average student loan debt in Texas is over $22,000...the cost of an average size pickup truck. But unlike car owners, students are not allowed to refinance their loans at lower rates.","education,federal-budget,financial-regulation",pete-gallego,Former legislator and U.S. House member,Texas,democrat,1.0,1.0,2.0,2.0,0.0,an email blast
7273,8844.json,barely-true,We have been confronted with an unexpected storm that has hit the metropolitan area.,weather,nathan-deal,,,republican,9.0,5.0,11.0,11.0,0.0,an interview
3278,1465.json,true,"Some Republicans who voted against the stimulus ""have been all too happy to claim credit for Recovery Act projects and the jobs those projects have produced. They come to the ribbon cuttings.""","economy,federal-budget,stimulus",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a town meeting in New Hampshire
2087,514.json,true,"When the United States invaded Iraq, Saddam Hussein wanted to acquire weapons of mass destruction, and ""he said so himself after his capture.""",iraq,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,"St. Petersburg, Fla."
6220,6004.json,true,"Says there have been some job gains in the McMansion State since Mr. Christie took office, but they have lagged gains both in the nation as a whole and in New York and Connecticut, the obvious points of comparison.","jobs,pundits",paul-krugman,New York Times columnist,,none,0.0,2.0,3.0,4.0,0.0,a column in The New York Times
7959,8354.json,half-true,"Domestic violence is seen as a pre-existing health condition and women had to pay 50 percent more for health care because of gender ratings, but under Obamacare, all of that is over.","crime,government-regulation,health-care,women",gwen-moore,U.S. House member -- 4th District,Wisconsin,democrat,3.0,4.0,4.0,3.0,1.0,an interview
7393,7797.json,mostly-true,Says Fulton County government hasnt raised its millage rate since 1991.,taxes,john-eaves,Fulton County Board of Commissioners Chairman,Georgia,democrat,0.0,0.0,0.0,1.0,0.0,an interview
295,135.json,barely-true,"Thompson ""voted against $250,000 caps on damages (and) almost anything that would make our legal system fairer.""",legal-issues,rudy-giuliani,Attorney,New York,republican,9.0,11.0,10.0,7.0,3.0,"a Republican debate in Orlando, Fla."
8796,5295.json,half-true,We got [the Quonset Business Park] for free and were getting zero dollars out of it into the state coffers other than the fact that it produces the jobs.,"economy,gambling,jobs,state-budget,state-finances,taxes",joseph-trillo,"minority whip, Rhode Island House of Representatives",Rhode Island,republican,0.0,0.0,1.0,0.0,1.0,a debate
8342,9508.json,barely-true,"Under Governor Crist, 3,000 teachers laid off.","economy,education,jobs,stimulus",rick-scott,Governor,Florida,republican,28.0,23.0,38.0,34.0,7.0,a TV ad
5213,2698.json,mostly-true,"Bill Heller raises taxes. Property taxes. Small business taxes. He even wants to tax the Internet. Mr. Heller said no to balancing the federal budget, that puts more debt on our kids.","message-machine,taxes",jeff-brandes,"Director of real estate at Tibbetts Holdings LLC, his family's business",Florida,republican,0.0,0.0,1.0,1.0,0.0,a campaign video
8817,7227.json,false,Says a federal plan to expand Medicaid would cost Florida taxpayers $26 billion over 10 years.,health-care,rick-scott,Governor,Florida,republican,28.0,23.0,38.0,34.0,7.0,a press conference
8834,6104.json,barely-true,"The latest evidence of Republican success is that since the beginning of the current legislative term, state unemployment has gone down almost 20% to 5% adjusted.",jobs,william-obrien,Speaker of the House of Representatives,New Hampshire,republican,1.0,2.0,1.0,0.0,0.0,a letter to The Telegraph
7206,5307.json,false,"Since ObamaCare and the stimulus passed, the unemployment rate in the U.S. has increased.","corrections-and-updates,economy,jobs,message-machine-2012",pete-koekstra,,Michigan,republican,0.0,1.0,0.0,0.0,0.0,a website linked to a campaign ad
1824,5205.json,half-true,I didnt inherit money from my parents.,"candidates-biography,corrections-and-updates",mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,"a Republican presidential debate in Charleston, S.C."
5454,9943.json,half-true,Americans now support strikes (against ISIS) but the support for ground troops is not there. The support is very thin.,"polls,terrorism",katrina-vanden-heuvel,,,none,0.0,2.0,1.0,0.0,0.0,"a panel on ABC's ""This Week"""
4245,7466.json,false,"Under Gov. Scott Walkers public-school budgets, a student entering kindergarten will not enjoy the same state investment in his or her education as those that came before them until they are graduating from high school.","education,state-budget,state-finances",sondy-pope,State Representative,Wisconsin,democrat,0.0,1.0,1.0,1.0,0.0,a news release
8770,1466.json,half-true,"The governors not taking his own fiscal advice. ... In the first fiscal quarter of this year, weve seen a 13.5 percent increase in spending, double-digit spending out of the executive branch in the State of Texas.","economy,government-efficiency,state-budget",debra-medina,Businesswoman,Texas,republican,0.0,1.0,3.0,1.0,0.0,a Republican gubernatorial debate
9056,1428.json,pants-fire,Bill White has presided over the construction of what may be the worlds largest abortion clinic.,abortion,republican-party-texas,,Texas,republican,3.0,1.0,1.0,3.0,1.0,an e-mail.
10154,1164.json,pants-fire,"Over the past few months, we've learned that ""we just can't count on the media to debunk"" lies about health insurance reform.","health-care,pundits",organizing-america,,,democrat,0.0,0.0,2.0,0.0,1.0,a fundraising e-mail
7938,9250.json,mostly-true,Dave Brat worked on Democrat Gov. Tim Kaines Council of Economic Advisors while Kaine tried to raise our taxes by over $1 billion.,"candidates-biography,economy,state-budget,taxes",eric-cantor,House Majority Leader,Virginia,republican,9.0,6.0,4.0,4.0,4.0,a TV ad.
7734,12139.json,half-true,"Will (HB2)threaten federal funding for public schools under Title IX? No, according to a federal court which has looked at a similar issue.","education,gays-and-lesbians,government-regulation,sexuality",pat-mccrory,Governor of North Carolina,North Carolina,republican,5.0,2.0,3.0,0.0,1.0,a list of rebuttals to criticism over the law
2855,296.json,mostly-true,Barack Obama's church gave a lifetime achievement award to Louis Farrakhan.,religion,chain-email,,,none,11.0,43.0,8.0,5.0,105.0,
6457,11085.json,false,"If youre from Syria and youre a Christian, you cannot come into this country as a refugee.","foreign-policy,immigration,religion",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a speech in Las Vegas
6356,11451.json,mostly-true,HIV/AIDS is dramatically on the rise in the U.S. South.,"gays-and-lesbians,health-care,states",elton-john,singer/activist,Atlanta,none,0.0,0.0,0.0,1.0,0.0,CNN
161,6898.json,barely-true,Says the Obama administration spent taxpayer dollars on electric cars in Finland (and) windmills in China.,stimulus,paul-ryan,U.S. Representative,Wisconsin,republican,19.0,6.0,16.0,14.0,2.0,the vice-presidential debate
8685,7679.json,mostly-true,"Says under his utility rate plan, An estimated 50 percent of our residential households will see a decrease in their water and wastewater bills.","city-budget,water",dwight-jones,"Mayor, City of Richmond",Virginia,democrat,1.0,1.0,1.0,1.0,0.0,a statement.
5600,7397.json,barely-true,Employers and schools have no right to conduct surveillance of a dorm room or a workers cubicle.,"education,government-regulation,human-rights,legal-issues,privacy,technology,unions,workers",brian-patrick-kennedy,State Representative,Rhode Island,democrat,1.0,0.0,0.0,0.0,0.0,a news release
1151,7222.json,mostly-true,"Says 31 percent of Texas physicians accept all new Medicaid patients, down from 67 percent in 2000.",medicaid,texas-medical-association,,,none,0.0,0.0,0.0,1.0,0.0,a Twitter post.
9718,10889.json,true,"For the first time in 35 years, we have more businesses dying than we do starting.","economy,small-business",marco-rubio,U.S. Senator,Florida,republican,33.0,24.0,32.0,35.0,5.0,"a speech in Orlando, Fla."
2419,1168.json,false,A new bill was written into the new health care reform initiative ensuring that Congress will be 100 percent exempt.,health-care,chain-email,,,none,11.0,43.0,8.0,5.0,105.0,a message forwarded to many people
7954,8838.json,true,There is more oil produced at home than we buy from the rest of the world the first time thats happened in nearly 20 years.,"economy,energy,trade",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,the State of the Union address
929,4512.json,false,"If we had been on Obamacare and a bureaucrat was trying to tell me when I could get that CAT scan, that would have delayed my treatment.",health-care,herman-cain,,Georgia,republican,4.0,11.0,5.0,3.0,3.0,the Fox News Google debate in Orlando
5820,736.json,true,"Grateful insurance company executives and their lobbyists from Bermuda gave McCain $50,000.",taxes,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,in a television ad
4455,2164.json,barely-true,"A bill to cap carbon emissions could cost Ohio 100,000 jobs.","cap-and-trade,climate-change,economy,energy",rob-portman,U.S. senator from Ohio,Ohio,republican,3.0,5.0,11.0,11.0,1.0,a television campaign ad
3290,11446.json,false,The Washington D.C.-area never has a recession.,economy,mike-huckabee,author,Arkansas,republican,12.0,5.0,9.0,3.0,4.0,radio interview
4579,1083.json,half-true,"A new Rasmussen poll shows people ""oppose (Sotomayor's) confirmation. Only 37 percent support it.""","sotomayor-nomination,supreme-court",jon-kyl,U.S. Senator,Arizona,republican,0.0,2.0,4.0,3.0,0.0,a television interview
1568,12891.json,true,Overdosing is now the number one accidental killer in our Commonwealth.,drugs,josh-shapiro,,Pennsylvania,democrat,0.0,0.0,0.0,0.0,0.0,a platform on his campaign website
2882,7004.json,half-true,"Lois Frankel spent over $13,000 in taxpayer money on a marble shower in a private bathroom with her own toilet.","candidates-biography,city-budget,city-government,message-machine-2012",adam-hasner,,Florida,republican,2.0,1.0,4.0,4.0,0.0,an ad
8727,5048.json,half-true,"Says constitutional amendment would help to stop unfair, double taxation on real estate.",taxes,Yes-on-79,,Oregon,none,0.0,0.0,1.0,0.0,1.0,an ad and on their website
9566,9240.json,half-true,Over 20 percent of the electorate is Hispanic in Florida.,elections,annette-taddeo-goldstein,Miami-Dade County Democratic chair,Florida,democrat,1.0,0.0,1.0,0.0,0.0,an interview on MSNBC
3652,3934.json,mostly-true,Says the states new collective bargaining law effectively eliminates police unions ability to negotiate.,"public-safety,unions",steve-loomis,Police union president,Ohio,none,0.0,0.0,0.0,1.0,0.0,a news conference
6875,8413.json,mostly-true,"Says by reducing chronic health care costs in the State of Georgia, we can reduce the $32.8 billion lost each year due to lack of productivity and economic costs.","economy,health-care",hank-johnson,U.S. Congressman,Georgia,democrat,3.0,0.0,4.0,3.0,0.0,a letter
7209,2965.json,false,Sen. Jim Webb persists on negating Sen. Mark Warners votes,voting-record,george-allen,consultant,Virginia,republican,2.0,8.0,3.0,4.0,1.0,a news release.
1166,916.json,pants-fire,"The stimulus bill includes ""$300,000 for a sculpture garden in Miami.""","economy,stimulus",eric-cantor,House Majority Leader,Virginia,republican,9.0,6.0,4.0,4.0,4.0,an interview on the Fox News Channel.
9488,8388.json,true,Says Oregonians for Food and Shelter proudly features board members from Monsanto and Syngenta and the (Oregon) Farm Bureau also receives funding from biotech companies.,"agriculture,environment",rick-north,,Oregon,columnist,0.0,0.0,0.0,0.0,0.0,an opinion piece for Blue Oregon.
8359,3992.json,barely-true,"Under Randi Shade, Austin has had the highest cost of living of any large Texas city.",economy,better-austin-today-political-action-committee,,,none,1.0,1.0,0.0,0.0,0.0,a campaign mailer.
8320,10874.json,false,Florida was the only state during my eight years to go from AA to AAA in its bond rating.,state-finances,jeb-bush,,Florida,republican,17.0,5.0,17.0,24.0,2.0," a meeting with business leaders in Portsmouth, N.H."
8045,7672.json,false,Proposed immigration legislation would give new immigrants a taxpayer-funded cellular phone.,"immigration,welfare",blog-posting,,,none,7.0,19.0,3.0,5.0,44.0,blog posts on the Internet
768,1149.json,false,We spend twice as much per capita on health care as any other nation on Earth.,health-care,bernie-s,U.S. Senator,Vermont,independent,18.0,12.0,22.0,41.0,0.0,an appearance on the Rachel Maddow Show
3314,5614.json,barely-true,Says former U.S. Rep. Carol Shea-Porter refused to host town hall meetings during her time in Congress.,"job-accomplishments,new-hampshire-2012,transparency",new-hampshire-republican-party,,New Hampshire,republican,1.0,0.0,0.0,2.0,0.0,a written statement.
8479,12120.json,true,Bernie Sanders passed more roll call amendments in a Republican Congress than any other member.,candidates-biography,bernie-s,U.S. Senator,Vermont,independent,18.0,12.0,22.0,41.0,0.0,an a television ad
5675,12463.json,mostly-true,Says he never told anyone he hated the U.S. Senate.,"candidates-biography,congress",marco-rubio,U.S. Senator,Florida,republican,33.0,24.0,32.0,35.0,5.0,a tweet
8419,10523.json,false,Florida students take an array of standardized high stakes tests which eat up as much as 45 school days per year.,education,florida-badass-teachers-association,,Florida,none,0.0,1.0,0.0,0.0,0.0,a statement to the Miami Herald
1575,2627.json,barely-true,Mark Kirk: Lied about going to war. Opposed middle class tax cuts. And said unemployments not that big an issue.,"candidates-biography,economy,message-machine,military,taxes",alexi-giannoulias,,Illinois,democrat,1.0,0.0,0.0,0.0,0.0,a TV ad
5628,13032.json,barely-true,Says Russian President Vladimir Putin calls me brilliant.,candidates-biography,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,NBC's Commander-in-Chief Forum
9032,6296.json,false,Says President Barack Obama has not raised taxes.,taxes,bill-pascrell,U.S. House of Representatives,New Jersey,democrat,0.0,3.0,4.0,4.0,0.0,an interview on C-SPAN’s Washington Journal
4542,5503.json,barely-true,The fact is 90-percent of Down Syndrome children were aborted in this country.,"abortion,health-care",mike-dewine,Ohio attorney general,Ohio,republican,2.0,0.0,3.0,1.0,0.0,an interview with MSNBC
4727,7377.json,half-true,Says his administration has made progress on border enforcement by putting more boots on the southern border than at any time in our history and reducing illegal crossings to their lowest levels in 40 years.,immigration,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,the State of the Union Address
2009,11151.json,false,On the Cuba embargo.,"congress,florida,foreign-policy,trade",hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,a speech in Miami
8483,4723.json,mostly-true,Says Mitt Romney flip-flopped on gun control.,"guns,message-machine-2012",jon-huntsman,,Utah,republican,5.0,1.0,5.0,4.0,1.0,a web advertisement
8990,7432.json,mostly-true,"You cant bring an iPad or a piece of paper and a pencil in the (Wisconsin Assembly) gallery to take notes of whats going on, but you can bring a gun up there.","guns,states,technology,transparency",peter-barca,State Representative,Wisconsin,democrat,0.0,2.0,2.0,3.0,1.0,an interview
3054,10801.json,true,"When we moved into the White House, we had the lowest net worth of any family since Harry Truman.",wealth,bill-clinton,former president,Arkansas,democrat,4.0,2.0,12.0,11.0,3.0,an interview with NBC News
4040,4263.json,false,"In the 80s, Democrats promised spending cuts, but delivered only tax hikes.","economy,new-hampshire-2012,taxes",ron-paul,U.S. representative,Texas,republican,5.0,8.0,8.0,8.0,3.0,a television campaign ad
6671,6730.json,true,Forty-seven percent of Americans pay no income tax.,taxes,mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,remarks at a campaign fundraiser
7391,2167.json,mostly-true,Mortgage fraud is up 400 percent in the last five years.,"financial-regulation,housing",pam-bondi,,Florida,republican,2.0,2.0,0.0,4.0,0.0,a Bay News 9/CFN 13 debate.
8285,4857.json,pants-fire,"Eighty-five percent . . . of Rhode Island tax returns that were filed for the year 2010 . . . were from individuals who earned $30,000 or less.","economy,pensions,poverty,state-budget",lisa-baldelli-hunt,commercial real estate investor/facilitator,Rhode Island,democrat,0.0,0.0,0.0,0.0,1.0,a General Assembly debate on pension overhaul
1653,6077.json,barely-true,As Governor: Romney did not keep public safety funding in line with inflation.,"history,message-machine-2012,public-safety,state-budget,state-finances,states",american-bridge-21st-century,,,democrat,2.0,1.0,0.0,3.0,0.0,a campaign ad
2230,9225.json,mostly-true,"In Wisconsin, a woman only earns 80 cents for every $1 a man earns.","economy,income,jobs,women",mary-burke,Madison school board member,Wisconsin,democrat,5.0,5.0,11.0,8.0,3.0,a news release
9928,11102.json,half-true,One of the reasons I believe were in trouble in Yemen is we lost the population on drone strikes issues. Thats what stirred up the population. Thats what is happening in Yemen.,terrorism,lincoln-chafee,,Rhode Island,democrat,3.0,5.0,3.0,4.0,0.0,Campaign speech 
2168,12643.json,false,Says she never received nor sent any material that was marked classified on her private email server whilesecretary of state.,"corrections-and-updates,ethics,foreign-policy,technology",hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,an interview on MSNBC
